学科,权值,完成情况,学习时间
微机_接口,12.6,2,1.5
Linux,12.6,2,1.5
游戏开发,12.6,2,1.5
docker,12.6,2,1.5
日常英语,12.4,2,1.5
STL,12.4,2,1.5
学术英语,12.4,0.0,0.0
深度学习,12.4,0.0,0.0
日语,12.4,0.0,0.0
js,12.4,0.0,0.0
python,12.3,0.0,0.0
个人博客，hexo,12.3,0.0,0.0
数据库,12.3,0.0,0.0
信号与系统,12.3,0.0,0.0
电磁,12.3,0.0,0.0
概率_随机,12.3,0.0,0.0
clang,12.1,0.0,0.0
通信_网络,12.1,0.0,0.0
模电,12.1,0.0,0.0
毛概,12.1,0.0,0.0
开源软件,12.1,0.0,0.0
习思,12.1,0.0,0.0
