学科,权值,完成情况,学习时间
深度学习,15.4,2,1.5
STL,15.4,2,1.5
电磁,15.3,2,1.5
python,15.3,2,1.5
个人博客，hexo,15.3,2,1.5
信号与系统,15.3,2,1.5
数据库,15.3,0.0,0.0
概率_随机,15.3,0.0,0.0
模电,15.1,0.0,0.0
游戏开发,15.1,0.0,0.0
docker,15.1,0.0,0.0
开源软件,15.1,0.0,0.0
Linux,15.1,0.0,0.0
习思,15.1,0.0,0.0
通信_网络,15.1,0.0,0.0
微机_接口,15.1,0.0,0.0
clang,15.1,0.0,0.0
毛概,15.1,0.0,0.0
日语,14.9,0.0,0.0
日常英语,14.9,0.0,0.0
学术英语,14.9,0.0,0.0
js,14.9,0.0,0.0
