学科,权值,完成情况,学习时间
通信_网络,14.9,2,1.5
clang,14.9,2,1.5
js,14.7,2,1.5
学术英语,14.7,2,1.5
日常英语,14.7,2,1.5
日语,14.7,2,1.5
深度学习,14.7,0.0,0.0
STL,14.7,0.0,0.0
python,14.6,0.0,0.0
个人博客，hexo,14.6,0.0,0.0
信号与系统,14.6,0.0,0.0
电磁,14.6,0.0,0.0
数据库,14.6,0.0,0.0
概率_随机,14.6,0.0,0.0
微机_接口,14.4,0.0,0.0
模电,14.4,0.0,0.0
习思,14.4,0.0,0.0
Linux,14.4,0.0,0.0
开源软件,14.4,0.0,0.0
docker,14.4,0.0,0.0
游戏开发,14.4,0.0,0.0
毛概,14.4,0.0,0.0
