学科,权值,完成情况,学习时间
电磁,9.8,2,1.5
个人博客，hexo,9.8,2,1.5
游戏开发,9.6,2,1.5
clang,9.6,2,1.5
docker,9.6,2,1.5
开源软件,9.6,2,1.5
习思,9.6,0.0,0.0
毛概,9.6,0.0,0.0
模电,9.6,0.0,0.0
通信_网络,9.6,0.0,0.0
微机_接口,9.6,0.0,0.0
Linux,9.6,0.0,0.0
深度学习,9.4,0.0,0.0
日语,9.4,0.0,0.0
STL,9.4,0.0,0.0
js,9.4,0.0,0.0
日常英语,9.4,0.0,0.0
学术英语,9.4,0.0,0.0
概率_随机,9.3,0.0,0.0
信号与系统,9.3,0.0,0.0
数据库,9.3,0.0,0.0
python,9.3,0.0,0.0
