学科,权值,完成情况,学习时间
数据库,7.5,2,1.5
电磁,7.5,2,1.5
概率_随机,7.5,2,1.5
python,7.5,2,1.5
docker,7.3,2,1.5
clang,7.3,2,1.5
微机_接口,7.3,0.0,0.0
习思,7.3,0.0,0.0
毛概,7.3,0.0,0.0
游戏开发,7.3,0.0,0.0
通信_网络,7.3,0.0,0.0
开源软件,7.3,0.0,0.0
Linux,7.3,0.0,0.0
模电,7.3,0.0,0.0
日常英语,7.1,0.0,0.0
深度学习,7.1,0.0,0.0
js,7.1,0.0,0.0
学术英语,7.1,0.0,0.0
STL,7.1,0.0,0.0
日语,7.1,0.0,0.0
个人博客，hexo,7.0,0.0,0.0
信号与系统,7.0,0.0,0.0
