学科,权值,完成情况,学习时间
习思,11.9,2,1.5
clang,11.9,2,1.5
开源软件,11.9,2,1.5
毛概,11.9,2,1.5
模电,11.9,2,1.5
通信_网络,11.9,2,1.5
微机_接口,11.9,0.0,0.0
Linux,11.9,0.0,0.0
游戏开发,11.9,0.0,0.0
docker,11.9,0.0,0.0
学术英语,11.7,0.0,0.0
日常英语,11.7,0.0,0.0
深度学习,11.7,0.0,0.0
日语,11.7,0.0,0.0
js,11.7,0.0,0.0
STL,11.7,0.0,0.0
电磁,11.6,0.0,0.0
信号与系统,11.6,0.0,0.0
数据库,11.6,0.0,0.0
个人博客，hexo,11.6,0.0,0.0
python,11.6,0.0,0.0
概率_随机,11.6,0.0,0.0
