学科,权值,完成情况,学习时间
通信_网络,16.5,,
游戏开发,16.5,,
docker,16.5,,
clang,16.5,,
Linux,16.5,,
习思,16.5,,
深度学习,16.3,0,0
js,16.3,0,0
STL,16.3,0,0
学术英语,16.3,0,0
日常英语,16.3,0,0
日语,16.3,0,0
python,16.2,0,0
个人博客，hexo,16.2,0,0
信号与系统,16.2,0,0
数据库,16.2,0,0
概率_随机,16.2,0,0
电磁,16.2,0,0
模电,16.0,0,0
毛概,16.0,0,0
微机_接口,16.0,0,0
开源软件,16.0,0,0
