学科,权值,完成情况,学习时间
python,13.7,2,1.5
数据库,13.7,2,1.5
信号与系统,13.7,2,1.5
电磁,13.7,2,1.5
毛概,13.5,2,1.5
微机_接口,13.5,2,1.5
习思,13.5,0.0,0.0
游戏开发,13.5,0.0,0.0
docker,13.5,0.0,0.0
开源软件,13.5,0.0,0.0
Linux,13.5,0.0,0.0
模电,13.5,0.0,0.0
通信_网络,13.5,0.0,0.0
clang,13.5,0.0,0.0
STL,13.3,0.0,0.0
学术英语,13.3,0.0,0.0
深度学习,13.3,0.0,0.0
js,13.3,0.0,0.0
日语,13.3,0.0,0.0
日常英语,13.3,0.0,0.0
概率_随机,13.2,0.0,0.0
个人博客，hexo,13.2,0.0,0.0
